Judul,Industri,Tipe,Kategori,Tanggal_Post,Berlaku_Hingga,Perusahaan,Website_Perusahaan,Logo_Perusahaan,Alamat,Kota,Provinsi,Negara,Latitude,Longitude,Gaji_Min,Gaji_Max,Gaji_Currency,Gaji_Unit,Skills,Pengalaman_Bulan,Pendidikan,Deskripsi,Tentang_Perusahaan,Benefit,Apply_Langsung,Link
Data Scientist,Information Services,FULL_TIME,Data Scientist,2026-04-06T09:25:43.997Z,2026-05-07,PT Global Inovasi Cahaya,,,"Ruko Pulogadung Trade Center Blok 8 A No. 3, Jl. Raya Bekasi Kel No.Km.21 Lantai 3, RW.3, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13920",Medan,Sumatera Utara,ID,3.5625,98.69833,,,,,"Redis, MongoDB, Artificial Intelligence, Statistics, Machine Learning, Data Modeling, Microsoft SQL Server, Natural Language Processing (NLP), Deep Learning, Python",12.0,bachelor degree,"Role and Responsibilities : 
 
 ﻿﻿Mengelola, mengolah, menganalisa dan menginterpretasikan data. 
 ﻿﻿Membuat dan Mengelola data dari berbagai sumber database. 
 ﻿﻿Membuat bussiness intelligence seperti dashboard atau data visualisasi. 
 ﻿﻿Membuat variasi informasi sesuai kebutuhan user/unit bisnis. 
 ﻿﻿Memberikan input atau saran informasi data/pengetahuan 
 dalam pengambilan suatu keputusan user/unit bisnis. 
 
 Requirements : 
 
 ﻿﻿Teknik Informatika, Teknologi Informasi, Statistika, Data Sains, 
 Jurusan lainnya yang terkait. 
 ﻿﻿Pengalaman sebagai data analyst/data science/data engineer 
 atau yang berkaitan dalam pengolahan data 
 ﻿﻿Pengalaman menggunakan database tools dan visualisasi data 
 seperti SQL, NoSQL, Looker Studio, dll. 
 ﻿﻿Pengalaman menggunakan data warehouse Bigquery untuk analysis. 
 ﻿﻿Pemahaman pipeline data tools seperti Apache Flink, Beam, 
 Java/Python, dll. 
 ﻿﻿Memiliki ketelitian dan mampu menganalisa data dengan baik. 
 ﻿﻿Memiliki kemampuan penalaran logika yang kuat terhadap 
 kompleksitas suatu unit bisnis atau proses bisnis. 
 ﻿﻿Memiliki kecepatan beradaptasi dengan baik terhadap isu baru 
 dan perkembangan teknologi di lingkungan bisnis. 
 
 Penempatan : Medan (Work From Office)",,,True,https://glints.com/id/opportunities/jobs/data-scientist/9be993a0-6ab8-40cf-bd24-9a61ed215f30
DATA ENGINEER,Market Research,FULL_TIME,Data Engineer,2026-04-06T09:12:42.312Z,2026-05-07,PT Info Cahaya Hero,http://www.frontier.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/71a50a8910c0a8c4345fc392bed0ccaf.png,"Gading Bukit Indah Blok M 15, Jl. Bukit Gading Raya ,   Kel. Kelapa Gading Barat, Kec. Kelapa Gading, Jakarta Utara   14240",Surakarta,Jawa Tengah,ID,-7.54722,110.81722,2800000.0,3800000.0,IDR,MONTH,"GIT, Data Processing, Data Engineering, CSV, Microsoft SQL Server, Tableau, Power BI, Object-Oriented Programming (OOP), JSON, phyton, HTML, Python, Cloud Computing, Minitab, Database Systems, IBM SPSS, SQL, Data Integration",12.0,bachelor degree,"Pendidikan Minimal S1 (semua Jurusan apapun) 
 Mahir menggunakan Microsoft Office; Familiar dengan format data (xlsx, json, csv, html); 
 Menguasai bahasa R dan tools statistika pengolahan data (SPSS/ Stata/ Minitab/ yang lainnya); 
 Memahami konsep database dan menguasai SQL; 
 Mahir menggunakan tools visualisasi (seperti Power BI / Tableau) menjadi nilai tambah; 
 Bisa bekerja dengan tim maupun individu; 
 Sertakan minimal 2 portofolio projek yang pernah dikerjakan. 
 Rutin olah raga dan minum vitamin 
 bersedia di tempatkan di daerah Solo","For the last 15 years, Frontier has been working with counties well known corporations arround the globe.With the experience obtained trough out the years.Frontier has become an expert in its field.As our clients grow, we also grow with them.Some of the industries where we have had experience are : Automotive, Banking,Building,Materials,Consumer Goods, Furniture, sGadget,Heavy Equipments,Insurance,Jewelry,Leasing,Pharmacetical, Telecommunications, and Many more. Our Team   The most important asset of Frontier is people.Frontier consists of expert professionals in their field.Our passionate teams maintain the utmost integrity in project completion, in order to deliver customer statisfaction.Problem solving and avercoming challenges has become a ay to day routine.The characters of our team are: 
 
 Passionate  :  Great enthuasiasm in project completion according to standardts and time frame 
 Flexible : High degree of flexibilty allows us to be adaptable to change ,and cope with external and internal environment 
 Confident  : With the amount of experience and knowledge we have ,we are confident in delivering the best service to our clients 
 Creative : We always try to analyze and improve our approach in order to be innovative 
 Competitive : We relentlessly develop our competencies to be the best in our field trough delivering the best solution to our clients 
 Sharing : The world always evolving and so are we, to stay a head we are always eager to learn and also share our knowledge 
 Emphatic : As a company ,we try to put ourselves in the position on our clients in order to understand better their wants and needs.through the understanding excellence beyond expectation is possible 
 Resllient : In our line of work ,we always have deadlines and sometimes things do not go as smoothly as it should.Even under such pressure ,our team still managed to finish the job on time.","medical coverage, professional development, career growth, sales commission financial benefits, meal allowance financial benefits, thr financial benefits, team building events, bpjs tenaga kerja insurance and health, travel",True,https://glints.com/id/opportunities/jobs/data-engineer/5c631fb5-ab55-4f83-807d-d04ad884a382
Tier 1 SOC Analyst,Information Technology and Services,FULL_TIME,Cybersecurity,2026-02-20T04:51:17.997Z,2026-04-23,PT Neotech Cakrawala Indonesia,https://www.neotech.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/0299c5a26ba23e8b95db2ef1d35972b7.jpg,"The Rizal Prasetya, No.1B, Jl. Penerangan, Jelambar, Grogol petamburan, West Jakarta City, Jakarta 11460",Yogyakarta,DI Yogyakarta,ID,-7.8,110.36667,2000000.0,2500000.0,IDR,MONTH,"Network Security, Cybersecurity, Information Security",,bachelor degree,"Job Description: 
 
 Melakukan monitoring keamanan jaringan & sistem 24/7 
 Menganalisa dan menindaklanjuti insiden keamanan (incident response) 
 Melakukan investigasi dan reporting terhadap security alert 
 Berkoordinasi dengan tim IT terkait mitigasi risiko keamanan 
 
 Requirements: 
 
 Pendidikan minimal S1 Teknik Informatika / Sistem Informasi / sejenis 
 Memahami konsep Cyber Security, SIEM, Firewall, IDS/IPS 
 Pengalaman minimal 1 tahun sebagai SOC/IT Security (fresh graduate dipersilakan melamar jika memiliki skill relevan) 
 Mampu bekerja dalam sistem shift 
 Memiliki sertifikasi security menjadi nilai tambah","PT Neotech Cakrawala Indonesia is a value-added IT Security Solution company. We are dedicated and experienced in distributing an extensive family of IT security products from generic to enterprise solutions in order to ensure swift adaptability for your business. 
 Our complete line-up of Security enterprise solutions represents the best-of-breed security solutions currently available in the market. 
 
 We maintain a high level of professionalism as we continuously ensure our customers acquire the necessary solution and also remarkable service backed with skills and experience from end to end starting from project initiation to implementation, technical training and after sales support and maintenance","bpjs tenaga kerja insurance and health, career growth, professional development, thr financial benefits, medical coverage",True,https://glints.com/id/opportunities/jobs/tier-1-soc-analyst/aff50712-684d-4bee-bfba-607b1409b159
Data Processing Staff,Automotive,FULL_TIME,Data Analyst,2026-04-06T09:47:55.955Z,2026-05-07,Pt Solusi Integrasi Pratama,http://www.sitama.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f09d6d06608ac75c1fb5069d1b01f2b0.jpg,"Jalan Lingkar Selatan, Suradita, Cisauk, Kabupaten Tangerang, 15343",Tangerang Selatan,Banten,ID,-6.30694,106.67917,4500000.0,5500000.0,IDR,MONTH,"Data Visualization, Microsoft Excel, SQL, Data Analysis",12.0,bachelor degree,"1. Menginput dan mengolah data 
 2. Validasi dan pengecekan data 
 3. Mengelola dan memperbarui database 
 4. Membuat laporan 
 5. Data cleaning 
 6. Koordinasi dengan tim lain","PT Solusi Integrasi Pratama merupakan perusahaan pelayanan jasa retail otomotif berbasis teknologi, dengan produk bisnis Grosir Mobil. Sebuah platform digital yang membantu customer dalam melakukan pembelian unit kendaraan otomotif second, berupa mobil, motor, maupun komersil.","work station, user defined, thr financial benefits, medical coverage, bpjs tenaga kerja insurance and health, career growth",True,https://glints.com/id/opportunities/jobs/data-processing-staff/34d38e8a-2ced-4e47-ae8b-c90fd536e253
Software Developer,Information Technology and Services,FULL_TIME,Full Stack Developer,2026-01-23T08:49:46.878Z,2026-04-26,PT Rank Media Teknologi,http://rank.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/accd7d5b5adb667684c616780218d48a.png,"Jl. Jenggala 48 Gedangan, Sidoarjo, 61254, ID",Sidoarjo,Jawa Timur,ID,-7.39167,112.72972,4500000.0,6500000.0,IDR,MONTH,"MySQL, React.js, jQuery, HTML, Laravel, CLOUDFLARE, CDN, Jwt, PHP, JavaScript, Tailwind, GIT, Linux Server, Node.js, CSS, REST API",12.0,bachelor degree,"Software Developer 
 
 PT Rank Media Teknologi  membuka kesempatan bagi talenta IT untuk bergabung sebagai Software Developer. Posisi ini berfokus pada pengembangan aplikasi berbasis web menggunakan framework modern serta mendukung pengembangan sistem dan aplikasi lintas platform. 
 
 Tanggung Jawab Utama 
 
 Mengembangkan dan memelihara aplikasi web dan sistem internal perusahaan. 
 Merancang dan mengimplementasikan fitur backend maupun frontend. 
 Mengintegrasikan  REST API  dan database relasional. 
 Berkolaborasi dengan tim untuk memastikan kualitas dan performa aplikasi web. 
 Menerapkan praktik keamanan aplikasi web. 
 
 
 Kualifikasi Umum 
 
 Pendidikan minimal  Sarjana (S1) . 
 Pengalaman minimal  1 tahun  sebagai Software Developer/Web Developer. 
 Menguasai  HTML ,  CSS , dan  JavaScript . 
 Memiliki pengalaman  backend  dan/atau  frontend  development. 
 Menguasai minimal satu framework ( Laravel ,  CodeIgniter ,  Tailwind , atau  sejenisnya ). 
 Memahami konsep  OOP ,  REST API , dan database ( MySQL/PostgreSQL ). 
 Terbiasa menggunakan  Git . 
 Memahami dasar keamanan web ( authentication ,  authorization ,  validasi input ). 
 
 
 Kualifikasi Personal 
 
 Mampu bekerja  mandiri  maupun dalam  tim . 
 Memiliki kemampuan  analisis  dan  problem solving  yang baik. 
 Memiliki kemauan belajar dan mengikuti perkembangan teknologi. 
 Mempunyai  portofolio  (website) yang dapat dipresentasikan. 
 
 
 Nilai Tambah (Opsional) 
 
 Pengalaman menggunakan  React ,  Vue , atau  Next.js 
 Pengalaman mengembangkan  aplikasi mobile  atau  sistem internal . 
 Memahami  server Linux  dan proses deployment (VPS/on-premise) 
 Memiliki pengalaman atau minat pada pengembangan berbasis AI 
 Pengalaman integrasi Auth ( JWT ,  OAuth ) 
 Menguasai  tools desain grafis  menjadi nilai tambah","We are a company that focus on building commercial websites and interactive applications management. We provide the best solutions to meet every customer desire concerning looking for the best products, promotions, affordable prices, and every market information through developing digital content and online data, social media promotion, and every aspect in the digital world especially publishing and digital marketing.","yearly bonus financial benefits, bpjs tenaga kerja insurance and health, user defined, medical coverage, thr financial benefits, career growth, dormitory non financial benefits",True,https://glints.com/id/opportunities/jobs/software-developer/fcad4f0f-5a68-44bb-a325-025f2ae8ee27
Software Developer,Information Technology and Services,FULL_TIME,Full Stack Developer,2026-03-26T02:20:25.037Z,2026-04-26,Abishar Technologies,http://abishar.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/17d06eb67d082b8b5382e83c398b8ad6.png,,Tangerang,Banten,ID,-6.29583,106.62083,6000000.0,8000000.0,IDR,MONTH,"SQL, React.js, Go / Golang",12.0,bachelor degree,"Our client : Banking Industry located in BSD Tangerang (Full WFO) is looking fullstack 
 
 With Requirement bellow : 
 Minimum Bachelor degree of IT/engineering/science related study 
 Minimum 1 years experience as a Developer 
 Familiar with React Js, & Golang 
 Strong analytical and problem-solving skills Ability to work independently and in a team environment Experience as a full stack developer Hands on experience with Go for API development Hands on experience with React.js for front end development Experience with Git, CI/CD pipelines and containerized environments (Docker, Kubernetes) Understanding microservices architecture, REST API and Async processing Understanding of event streaming (Kafka) Understanding database (Microsoft SQL, Oracle, Postgres) Basic understanding of payment ecosystem is a plus","We are a Technology focused company, with a mission to assist our Customers to unleash the power of business transformation through effective use of latest technology.","thr financial benefits, bpjs tenaga kerja insurance and health, medical coverage",True,https://glints.com/id/opportunities/jobs/software-developer/a962cf8b-02e0-469d-aebe-fa01842c4bdf
Software Developer,Information Technology and Services,INTERN,Mobile Developer,2026-04-07T05:48:10.837Z,2026-05-08,Soloosi,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/86343c140ff1f5ac7cba03d7915b72ce.png,,Surabaya,Jawa Timur,ID,-7.26861,112.69806,1000000.0,2000000.0,IDR,MONTH,"Mobile App Development, REST API, Flutter",,professional certificate,"📱 We’re Hiring: Mobile Apps Developer (Android & iOS) 
 🕒 Internship | Open for Fresh Graduates & Final-Year Students 
 
 PT Tumbuh Solusi Digital (Soloosi) is looking for a Mobile Apps Developer to build and maintain applications for both Play Store and App Store. 
 
 📍 Work Arrangement 
  • Hybrid (WFO 1x/week in Surabaya) 
  • Preferably based in Surabaya, Malang, or East Java area 
 
 🔎 What You’ll Do : 
 • Develop and maintain mobile applications (Android & iOS) 
 • Integrate mobile apps with backend APIs 
 • Ensure performance, usability, and stability of applications 
 • Identify and fix bugs based on testing and user feedback 
 • Collaborate with backend and design teams 
 • Manage app deployment and updates to app stores 
 
 🎯 What We’re Looking For : 
 • Degree in Computer Science, IT, or relevant field (or equivalent experience) 
 • Experience with Flutter 
 • Understanding of REST API integration 
 • Familiar with mobile app lifecycle and best practices 
 • Experience publishing apps to Play Store / App Store is a plus 
 • Detail-oriented and proactive problem solver","PT Tumbuh Solusi Digital (Soloosi) is a software house that provides custom web and mobile application development services, helping businesses build scalable and tailored digital solutions.",,True,https://glints.com/id/opportunities/jobs/software-developer/e67c03f1-c287-4551-9455-9e35da41d487
IT Software Developer Supervisor,Pharmaceuticals,FULL_TIME,Full Stack Developer,2026-01-28T04:04:35.97Z,2026-05-01,EAGLE INDO PHARMA,https://eglinpharma.com,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/f8c04b21fba4c082d8fe123ac85213e2.png,"PT. EAGLE INDO PHARMA

JL. PRABU SILIWANGI KM. 1 RT. 001 RW. 004

ALAM JAYA JATIUWUNG

KOTA TANGERANG BANTEN, 15133

INDONESIA",Tangerang,Banten,ID,-6.19861,106.575,,,,,"SQL, Next.Js, JavaScript, MySQL, Restful API, React.js, C#, SAP",12.0,bachelor degree,"Qualifications :  
 1. Bachelor’s degree (S1) in Information Technology, Information Systems, or a related field 
 2. Minimum 2 - 3 years of experience as a Software Developer 
 3. Strong proficiency in C# and/or Java 
 4. Solid experience with SQL, including: CRUD operations, Views, Functions, Stored Procedures 
 5. Familiar with API development and integration (RESTful APIs preferred) 
 6. Experience as a technical ERP resource, especially SAP Business One / Oracle Netsuit / Dynamics 365, is a strong plus 
 7. Frontend knowledge such as React and Next.js is a plus 
   
 Additional Preferred Qualifications (Suggested) : 
 1. Experience in leading or mentoring developers 
 2. Understanding of software architecture, design patterns, and best practices 
 3. Experience with code reviews and enforcing coding standards 
 4. Knowledge of security best practices for backend systems 
 5. Good problem-solving, communication, and documentation skills","Established since 1973, PT. EAGLE INDO PHARMA or more widely known as CAP LANG has undergone continuous transformations until it became the existing company. CAP LANG consistently serves and improves public health by providing high quality, effective, and safe OTC (Over the Counter) pharmaceutical products. 
 CAP LANG is the market leader in various product category and class, specifically the rubs & balm category, such as: CAP LANG CAJUPUT OIL, GELIGA MUSCLE BALM, LANG BALM, LANG AROMATIC OIL, LANG MEDICATED OIL, GOSOK PIJAT URUT (GPU) MASSAGE OIL, etc. It is proven by various achievements, e.g.: ICSA, TOP BRAND, BEST BRAND, MURI (Indonesian Records Museum) award, and other awards.",,True,https://glints.com/id/opportunities/jobs/it-software-developer-supervisor/05fab4af-0827-43e0-9257-1fddd07568f7
Software Developer,Retail,CONTRACTOR,Software Architect,2026-03-30T08:27:12.847Z,2026-04-30,PT Daya Adicipta Wihaya (Daya Daihatsu),,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fd5ae48a76989df675292850f800b6db.jpg,"Jl. Raya Bekasi Km 26,5 RT. 007/RW. 05, Kelurahan Ujung Menteng
Kecamatan Cakung, Jakarta Timur, 13960",Jakarta Timur,DKI Jakarta,ID,-6.18889,106.94167,5729876.0,5729877.0,IDR,MONTH,"Oracle E-Business Suite (EBS), jQuery, SQL, Accounting, PHP Native, Backend Development, Oracle ERP",12.0,bachelor degree,"Kualifikasi:  
 
 Pendidikan minimal S1  Teknologi Informasi/ Sistem Informasi 
 Memiliki pengalaman minimal 1 tahun sebagai Developer 
 Memahami SQL Query, PHP Native tanpa framework (seperti Code-Egniter, Laravel, Symfony), Jquery-EasyUI untuk tampilannya. 
 Dapat menggunakan Backend dengan framework drupal 
 Penempatan Cakung Jakarta Timur",Daya Daihatsu hadir sebagai Sahabat dalam memberikan pelayanan terbaiknya.,,True,https://glints.com/id/opportunities/jobs/software-developer/76c2b298-db20-4766-9424-f225961e20e7
Programmer for Software Developer,Information Technology and Services,FULL_TIME,Backend Developer,2026-03-10T01:05:27.49Z,2026-04-10,RKS,,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ba72972c669ee95227710abd12820d76.png,"Kota Jakarta Selatan, Jakarta Special Capital Region ID",Jakarta Selatan,DKI Jakarta,ID,-6.24444,106.8,10000000.0,13000000.0,IDR,MONTH,"Node.js, PostgreSQL, Java, Laravel, MongoDB, Microsoft SQL Server, MySQL, C++, Python, PHP",36.0,bachelor degree,"🚀 We're Hiring: Programmer for Software Developer (PG) 
 📍 Jakarta, Indonesia | 💼 Full-Time / Permanent 
 💰 Salary: Start IDR 10,000,000,- nett (negotiable based on experience) 
 
 As we launch an exciting new development project in Indonesia, we're looking for a founding team member to take on the crucial role of Programmer. You’ll be joining at the ground level, helping shape not just the product, but the development culture and technical direction of our new team. 
 
 
 Our product, Rakuraku Seisan (楽楽精算), is Japan’s leading cloud-based expense management system. It automates and streamlines processes such as travel expense claims, reimbursement approvals, and invoice handling. Over 15,000 companies in Japan rely on Rakuraku Seisan to simplify their internal operations and improve efficiency. 
 
 This is a rare opportunity to join an international product team at its inception in Indonesia. You will have a strong voice in shaping not only how we build our software but also how we grow as a team. 
 
 🔧 What you’ll do: 
 Development of new SaaS features 
 Manage Agile workflows and timelinesReview code, designs, and test cases 
 Collaborate directly with global teams in Japan and Vietnam 
 
 ✅ Requirements: 
 3+ years with Java & Spring Boot 
 Experience in Agile and PostgreSQL 
 Past role as a Software Developer 
 English: Beginner 
 High ability to utilize AI tools to improve development productivity 
 High motivation to learn something new 
 Point plus: experience with Japanese companies or culture 
 
 🎁 Perks: 
 Performance bonus 
 Salary review 2× a year 
 Transport allowance 
 Private health insurance 
 Flexible working hours 
 Company special holiday 7 days in a year 
 Others allowance will be informed after joined!",,"medical coverage, travel, flexible work hours, free food and beverages, professional development, vacation and leaves, career growth, team building events, gifts and vouchers, work station",True,https://glints.com/id/opportunities/jobs/programmer-for-software-developer/36399791-4914-4c63-a3de-728da32e8d72
Junior Software Developer - Salesforce,Information Technology and Services,FULL_TIME,Backend Developer,2026-03-27T08:46:24.932Z,2026-04-27,PT Mitra Solusi Infokom (MSInfokom),https://msinfokom.com/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/bb5fec0eee62ea8204530ed99739002e.jpeg,"Grand Slipi Tower, Jl. Letjen S. Parman, RT.1/RW.4, Palmerah, , Jakarta Barat, DKI Jakarta",Jakarta Barat,DKI Jakarta,ID,-6.19167,106.79444,5500000.0,6000000.0,IDR,MONTH,"Python, C++, PostgreSQL, PHP, Microsoft SQL Server, MySQL, Java, Laravel, Node.js, MongoDB",,bachelor degree,"Responsibilities: 
 
 Collaborate with cross-functional teams to understand business requirements and translate them into Salesforce solutions 
 Develop, configure, and customise Salesforce applications to meet client needs 
 Write clean, efficient, and maintainable code using Apex, Visualforce, and Lightning components 
 Implement and test Salesforce integrations with other systems 
 Participate in the Agile software development lifecycle, including planning, design, and deployment 
 Provide support and troubleshoot issues for end-users 
 Continuously learn and stay up-to-date with the latest Salesforce technologies and best practices 
 
 
 Requirements: 
 
 Bachelor Degree in Computer Science, Information Technology, or a related field 
 1-2 years of experience in Salesforce development, preferably as a Junior Salesforce Developer or equivalent role. Fresh graduate are welcome to apply 
 Proficient in Java, Python, SQL, Javascript, HTML or relevant language 
 Familiarity with Salesforce architecture, data models, and customisation capabilities 
 Strong problem-solving and analytical skills 
 Excellent communication and teamwork abilities 
 Passion for staying up-to-date with the latest Salesforce trends and technologies","IT System Integrator specializes in ICT infrastructures. we provide design, implementation and project management services for wired & wireless infrastructures, apllication & network security, data center, server & storage, virtualization & cloud, and VoI","near public transport work environment and facilities, thr financial benefits, medical coverage, meal allowance financial benefits, bpjs tenaga kerja insurance and health, career growth, professional development",True,https://glints.com/id/opportunities/jobs/junior-software-developer---salesforce/c815352d-4d4a-420f-93a2-c54c5ec23e4b
Software Developer - Banking Industry,Information Technology and Services,CONTRACTOR,Backend Developer,2026-04-01T08:04:26.121Z,2026-05-02,PT Sigma Global Teknologi,https://www.sigma-tech.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3aba5816b8ecfbb79a395592af581035.png,"Sona Topas Tower Lt. 12, Jl. Jend. Sudirman, RT.4/RW.2, Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920",Tangerang Selatan,Banten,ID,-6.26667,106.70972,13000000.0,15400000.0,IDR,MONTH,"PostgreSQL, CI/CD, Go / Golang, Jenkins, Amazon Web Services (AWS), clean architecture, Micro Services, Rust, NoSQL, Google Cloud Platform, SQL, Java, Bitbucket, Microservices Architecture, Core Java",36.0,bachelor degree,"Client: Banking Industry 
 Location: Bintaro Sektor 7 Tangerang Selatan (Full WFO) 
 
 Requirements: 
 1. Paham mengenai transaksi web or mobile banking 
 2. Menguasai pemrograman Java Spring Boot, Golang, Rust 
 3. Memiliki analytical thinking yang baik 
 4. Memahami micro services 
 5. Familliar with unit testing and clean architecture 
 6. Database Knowledge (PostGreSQL) 
 7. CI/CD Tools Knowledge (Bitbucket, Jenkins) 
 8. Experience with SQL and NoSQL databases 
 9. Experience with banking industry and big start up is a plus","SIGMATECH is the enterprise technology partner of choice for software development, delivering a broad range of web, mobile, and desktop controls coupled with a service-oriented approach throughout the entire application life cycle. 
 SIGMATECH consists of highly skilled developers specializing in agile development methodology, focusing on Mobile & Web Solution, IT Services and business enterprise, utilizing modern programming languages as our platform. SIGMATECH has established itself as the trusted partner for use in mission-critical applications and service clientele from global insurance companies, government agencies and large consumer product manufacturers. 
 Our Vision : 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide 
 Our Mission : 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide 
 To be the most reputable and dependable growth solution partner both for IT Professional Talents and Client's Businesses worldwide","bpjs tenaga kerja insurance and health, thr financial benefits, travel, work station, medical coverage",True,https://glints.com/id/opportunities/jobs/software-developer---banking-industry/8d79fa46-6ffd-4e4a-9d04-3fcaca6f967f
Software Developer (UiPath RPA),Information Technology and Services,FULL_TIME,Backend Developer,2025-12-03T02:39:33.451Z,2026-04-26,Pt. Kalyana Adikarya Abadi,https://kalyana.co.id,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7d70f762179f3bbb60c33e30636b80f9.png,,Jakarta Selatan,DKI Jakarta,ID,-6.21944,106.82917,5000000.0,8500000.0,IDR,MONTH,"Relational Databases, Teamwork, VB.NET, Business Analysis, .NET, IT Infrastructure Management",12.0,bachelor degree,"The Opportunity: 
 
 You love solving problems and building creative and effective solutions. 
 You want to learn and develop new skills, especially in the areas of Robotic Process Automation (RPA), data processing/ETL, data/web scraping and software testing. 
 You want to see your work bring immediate benefits and impact. 
 You are passionate, analytical and a team player. 
 
 
 Your day-to-day work at Kalyana Solutions: 
 
 You will work in a cross-functional team to bring a wide variety of automation ideas to life using Robotic Process Automation (RPA). 
 Work alongside our awesome team of Project Managers, Business Analysts, Solution Architects and other Software Engineers. 
 Build robust, maintaineable and scaleable automations using C# / VB.NET. These automations work in a wide variety of scenarios, interacting with desktop/web applications, APIs and various other data sources. You will build a mix of background/unattended processes and ""lite"" desktop-app-like experiences for attended execution. 
 Build reusable code and libraries to be shared across multiple projects. 
 Design data storage / processing schemas and pipelines. 
 Maintain up-to-date and complete project documentation. 
 Communicate regularly with our team and our customers. 
 Work with our team members to ensure that business/functional, technical and security requirements are met. 
 
 
 Requirements 
 
 1-3 years of relevant experience in Software Engineering. We are looking for previous experience with Desktop/Web applications and/or Testing technologies 
 Proficiency in a programming language used in any of the above areas. 
 Proficiency in C# or VB.NET is desirable. 
 Existing experience with RPA tools (UiPath, Automation Anywhere, etc.) is desirable. 
 Strong analytical, problem-solving, teamwork and communication skills. 
 Working knowledge of software architecture and design. 
 Proficiency in code versioning tools such as Git, Subversion, Mercurial, TFS. Familiar with code review and deployment workflow using GitHub/GitLab. 
 Familiarity with SQL and basic database administration. 
 Understanding of systems development lifecycle (Waterfall/Agile)","Kalyana is a fast-paced, high-growth company known for innovation, delivery quality and industry leadership. We bring together industry-leading technology solutions to take on your unique, dynamic and challenging business needs. 
 We provide Robotic Process Automation, hyperautomation, low-code development platform and digital workplace that accelerate the creation of high and positive business impacts. Many of the organizations in Indonesia work with us to achieve operational excellence, increase productivity, improve customer experience and simplify risk management and compliance. 
 Our dynamic team of business and IT professionals are uniquely positioned and ready to enable and support all your needs. A customer-centric, consultative and process-driven approach to technology differentiates us from the others.",,True,https://glints.com/id/opportunities/jobs/software-developer-(uipath-rpa)/f86db5f4-2f1e-4e2f-ace6-5de81bebe222
Software Developer,Marketing and Advertising,FULL_TIME,Software Architect,2026-03-27T04:04:42.423Z,2026-04-27,JMS Project,https://jmsproject.id/,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/3e03c8b21583296798aa51451b40b3c6.png,"Gunung Anyar Tambak Kav.16 Surabaya, Jawa Timur, Indonesia - 60294",Surabaya,Jawa Timur,ID,-7.33833,112.795,3000000.0,4000000.0,IDR,MONTH,"ERP Software, Software Development, Software Engineering",12.0,bachelor degree,"Kualifikasi : 
 1. Pria / Wanita Max umur 35 tahun 
 2. Min Pendidikan D3 
 3. Menguasai Pemograman untuk sistem management perusahaan 
 4. Mampu bekerja secara mandiri  
 5. Jujur, Tanggung Jawab, dan Good Attitude 
 6. di utamakan yang bisa desain & video ( Corel Draw,Adobe Ilustrator, Adobe Photoshop)  
 
 Jobdesk: 
 1. Membuat / merancang arsitektur sistem dan mengembangkan perangkat lunak yang memenuhi kebutuhan operasional 
 2. memastikan bahwa software yang di rancang sesuai dengan kebutuhan operasional perusahaan 
 3. membantu menjelaskan kepada tim untuk penggunaan software tersebut 
 4. melakukan pemeliharan (maintenance) atas aplikasi dan database secara berkala  
 5. membantu menangani Troubleshooting 
 6. mengelola website perusahaan",JMS Project menyediakan jasa advertising dan interior yang inovatif dengan harga yang kompetitif tanpa mengurangi kualitas layanan yang diberikan,"thr financial benefits, bpjs tenaga kerja insurance and health, perform bonus financial benefits",True,https://glints.com/id/opportunities/jobs/software-developer/51115c56-47ff-4c70-a063-61b3d65ea16e
